Date,Order,neg_EV,pos_EV,neu_EV,Topic_probability_EV,Topic-wise_Values_EV,tsf_neg_EV,tsf_neu_EV,tsf_pos_EV,neg_Technology,pos_Technology,neu_Technology,Topic_probability_Technology,Topic-wise_Values_Technology,tsf_neg_Technology,tsf_neu_Technology,tsf_pos_Technology,neg_ASEAN,pos_ASEAN,neu_ASEAN,Topic_probability_ASEAN,Lucifer-1,Lucifer-2,Lucifer-3,Lucifer-4,Lucifer-5,Lucifer-6,Lucifer-7,Lucifer-8,Lucifer-9,Lucifer-10,Lucifer-11,Lucifer-12,Lucifer-13,Lucifer-14,Lucifer-15,Lucifer-16,Lucifer-17,Lucifer-18,Lucifer-19,Lucifer-20
1/11/2022 0:00,729.7501115,0.001800608,0.8692239,0.06776029,0.582320174,0.422701348,0.000209784,8.45E-05,0.999520081,0.001319092,0.896658595,0.02560162,0.587897534,0.42116149,9.15E-05,4.88E-05,0.999660775,0.000972047,0.94104597,0.018591767,0.5906767,7.66951,7.94757,11.8778,9.28832,8.64638,6.73842,9.49422,14.0412,13.2093,11.4886,7.82392,11.7733,10.5026,8.16427,11.2428,9.95398,9.92294,10.1938,10.1146,11.6607
1/12/2022 0:00,,0.000961896,0.96796525,0.018219655,0.626235002,0.489339697,7.79E-05,1.94E-05,0.999867768,0.001063257,0.9638191,0.021288542,0.610565039,0.424007938,9.30E-05,2.49E-05,0.999858581,0.001314981,0.893161505,0.026143541,0.637280731,10.7971,8.97569,9.83183,8.70605,9.4097,7.05217,11.081,12.266,6.57289,11.7253,11.9386,8.92051,9.99812,10.4463,10.0464,10.5159,10.4778,9.67608,9.94912,12.5461
1/1/2023 0:00,,0.000893731,0.9178638,0.010232437,0.629986965,0.50154739,8.11E-05,4.25E-05,0.999761391,0.00119889,0.95083266,0.017087894,0.603890997,0.420261704,9.03E-05,3.13E-05,0.999836179,0.001008193,0.966706455,0.011266776,0.614297698,11.4538,11.7885,6.79738,7.05831,9.21788,10.4661,10.4974,8.19903,11.0216,11.5669,9.68637,11.005,10.0521,10.2064,5.00769,10.9823,4.85762,10.4513,7.09982,10.4449
1/2/2023 0:00,,0.000698906,0.9919348,0.007280459,0.597483741,0.493773864,7.86E-05,1.14E-05,0.999908684,0.001119612,0.96476145,0.015446354,0.634499838,0.42056678,9.04E-05,2.42E-05,0.99985688,0.001604592,0.30748624,0.025363425,0.595233293,8.71147,14.2912,11.3468,9.81355,6.70935,10.4251,8.49842,9.93199,8.06383,8.14043,8.45988,8.98003,9.98569,14.3643,9.62089,10.029,11.1243,7.93362,5.56981,11.4943
1/3/2023 0:00,,0.000528214,0.99299458,0.006540213,0.612643924,0.490820517,8.05E-05,1.16E-05,0.99990697,0.001033424,0.94976103,0.01707377,0.597934845,0.4206231,8.80E-05,3.28E-05,0.999837007,0.001477495,0.93781935,0.016957767,0.600826143,9.20858,8.20967,7.94117,9.34503,9.63841,10.3145,11.1555,10.2057,7.20923,9.68726,10.4565,9.30105,8.08953,5.05335,8.04163,8.28926,8.30418,8.16172,13.1889,10.1074
1/4/2023 0:00,,0.00086838,0.930201,0.015099332,0.552913452,0.473342031,9.79E-05,3.77E-05,0.999785103,0.001074554,0.9520183,0.015511131,0.577971018,0.424772699,9.21E-05,3.08E-05,0.999839576,0.001225898,0.9301904,0.017137775,0.605643774,8.46653,13.34,11.1855,7.59825,8.29575,11.0238,9.88447,9.43504,11.4409,9.43488,10.997,10.3295,10.6597,6.83292,8.01307,11.2137,6.37853,10.8715,9.37466,9.01906
1/5/2023 0:00,,0.000674926,0.984992,0.013638671,0.692888203,0.47837816,8.27E-05,1.22E-05,0.999898972,0.000931436,0.96978426,0.016245322,0.642172075,0.427185038,8.66E-05,2.14E-05,0.999872087,0.001317331,0.9010029,0.016777662,0.606024212,9.3534,11.0211,10.1436,8.52448,9.04529,12.3135,13.737,8.11385,6.12446,8.63672,8.42435,9.33694,10.6382,10.8758,8.38834,7.22834,10.1281,11.7793,13.5581,11.9391
1/6/2023 0:00,,0.000650912,0.98094045,0.011396815,0.586645858,0.471688343,7.94E-05,1.43E-05,0.999894304,0.001187724,0.92854673,0.02007541,0.615172183,0.42219114,8.96E-05,4.36E-05,0.999769009,0.001434787,0.87492204,0.020461919,0.596138085,8.0594,9.34963,12.3446,11.1876,10.5939,10.6793,8.61831,8.32193,7.6836,9.54729,14.4909,11.8235,9.7912,9.62455,7.09546,10.7487,11.4021,8.07851,14.0305,15.4122
1/7/2023 0:00,,0.000718589,0.97485095,0.011771372,0.569372932,0.483313202,8.25E-05,1.78E-05,0.999880427,0.001179715,0.84975198,0.019344263,0.583290776,0.420649978,9.12E-05,4.85E-05,0.999330403,0.00160284,0.88043714,0.024904402,0.616740219,12.7703,11.5187,10.0333,12.3805,10.0138,5.19204,8.30137,9.54288,10.4237,9.02408,10.2733,10.3182,11.9067,10.3262,12.736,9.439,12.5351,10.0238,12.6287,8.44564
1/8/2023 0:00,,0.001160857,0.9457089,0.012562753,0.54531942,0.468911261,8.44E-05,3.20E-05,0.999840116,0.001614896,0.9137234,0.020258142,0.543602957,0.412111698,9.84E-05,4.57E-05,0.999724348,0.0010453,0.94720787,0.015708853,0.598814241,7.70566,6.80659,10.8889,10.2952,10.1665,7.0864,7.06663,11.6376,10.1275,9.88873,9.23285,8.1905,12.7788,8.09031,12.0621,11.3192,8.38247,7.73719,7.97783,10.6114
